pgeom	statmean	pval	qval	setsize	exp1
GO0044218 other organism cell membrane	NA	NA	NA	NA	0	NA
GO0044224 juxtaparanode region of axon	NA	NA	NA	NA	0	NA
GO0044225 apical pole of neuron	NA	NA	NA	NA	0	NA
GO0044232 organelle membrane contact site	NA	NA	NA	NA	0	NA
GO0044233 mitochondria-associated endoplasmic reticulum membrane	NA	NA	NA	NA	0	NA
GO0044284 mitochondrial crista junction	NA	NA	NA	NA	0	NA
GO0044291 cell-cell contact zone	NA	NA	NA	NA	1	NA
GO0044292 dendrite terminus	NA	NA	NA	NA	0	NA
GO0044294 dendritic growth cone	NA	NA	NA	NA	0	NA
GO0044295 axonal growth cone	NA	NA	NA	NA	1	NA
GO0044297 cell body	NA	NA	NA	NA	7	NA
GO0044298 cell body membrane	NA	NA	NA	NA	0	NA
GO0044299 C-fiber	NA	NA	NA	NA	0	NA
GO0044300 cerebellar mossy fiber	NA	NA	NA	NA	1	NA
GO0044301 climbing fiber	NA	NA	NA	NA	0	NA
GO0044302 dentate gyrus mossy fiber	NA	NA	NA	NA	0	NA
GO0044304 main axon	NA	NA	NA	NA	1	NA
GO0044305 calyx of Held	NA	NA	NA	NA	0	NA
GO0044306 neuron projection terminus	NA	NA	NA	NA	0	NA
GO0044307 dendritic branch	NA	NA	NA	NA	0	NA
GO0044308 axonal spine	NA	NA	NA	NA	0	NA
GO0044309 neuron spine	NA	NA	NA	NA	3	NA
GO0044316 cone cell pedicle	NA	NA	NA	NA	0	NA
GO0044322 endoplasmic reticulum quality control compartment	NA	NA	NA	NA	0	NA
GO0044326 dendritic spine neck	NA	NA	NA	NA	0	NA
GO0044327 dendritic spine head	NA	NA	NA	NA	0	NA
GO0044352 pinosome	NA	NA	NA	NA	0	NA
GO0044354 macropinosome	NA	NA	NA	NA	0	NA
GO0044391 ribosomal subunit	NA	NA	NA	NA	2	NA
GO0044393 microspike	NA	NA	NA	NA	0	NA
GO0044530 supraspliceosomal complex	NA	NA	NA	NA	0	NA
GO0044545 NSL complex	NA	NA	NA	NA	0	NA
GO0044599 AP-5 adaptor complex	NA	NA	NA	NA	0	NA
GO0044609 DBIRD complex	NA	NA	NA	NA	0	NA
GO0044611 nuclear pore inner ring	NA	NA	NA	NA	0	NA
GO0044613 nuclear pore central transport channel	NA	NA	NA	NA	0	NA
GO0044614 nuclear pore cytoplasmic filaments	NA	NA	NA	NA	0	NA
GO0044615 nuclear pore nuclear basket	NA	NA	NA	NA	0	NA
GO0044665 MLL1/2 complex	NA	NA	NA	NA	0	NA
GO0044666 MLL3/4 complex	NA	NA	NA	NA	0	NA
GO0044753 amphisome	NA	NA	NA	NA	0	NA
GO0044754 autolysosome	NA	NA	NA	NA	0	NA
GO0044796 DNA polymerase processivity factor complex	NA	NA	NA	NA	0	NA
GO0044853 plasma membrane raft	NA	NA	NA	NA	2	NA
GO0045009 chitosome	NA	NA	NA	NA	0	NA
GO0045025 mitochondrial degradosome	NA	NA	NA	NA	0	NA
GO0045092 interleukin-18 receptor complex	NA	NA	NA	NA	0	NA
GO0045095 keratin filament	NA	NA	NA	NA	0	NA
GO0045098 type III intermediate filament	NA	NA	NA	NA	0	NA
GO0045111 intermediate filament cytoskeleton	NA	NA	NA	NA	1	NA
GO0045120 pronucleus	NA	NA	NA	NA	0	NA
GO0045121 membrane raft	NA	NA	NA	NA	3	NA
GO0045171 intercellular bridge	NA	NA	NA	NA	3	NA
GO0045177 apical part of cell	NA	NA	NA	NA	1	NA
GO0045178 basal part of cell	NA	NA	NA	NA	2	NA
GO0045179 apical cortex	NA	NA	NA	NA	0	NA
GO0045180 basal cortex	NA	NA	NA	NA	0	NA
GO0045211 postsynaptic membrane	NA	NA	NA	NA	4	NA
GO0045239 tricarboxylic acid cycle enzyme complex	NA	NA	NA	NA	0	NA
GO0045240 dihydrolipoyl dehydrogenase complex	NA	NA	NA	NA	0	NA
GO0045242 isocitrate dehydrogenase complex (NAD+)	NA	NA	NA	NA	0	NA
GO0045244 succinate-CoA ligase complex (GDP-forming)	NA	NA	NA	NA	0	NA
GO0045251 electron transfer flavoprotein complex	NA	NA	NA	NA	0	NA
GO0045252 oxoglutarate dehydrogenase complex	NA	NA	NA	NA	0	NA
GO0045253 pyruvate dehydrogenase (lipoamide) phosphatase complex	NA	NA	NA	NA	0	NA
GO0045254 pyruvate dehydrogenase complex	NA	NA	NA	NA	0	NA
GO0045257 succinate dehydrogenase complex (ubiquinone)	NA	NA	NA	NA	0	NA
GO0045259 proton-transporting ATP synthase complex	NA	NA	NA	NA	0	NA
GO0045261 proton-transporting ATP synthase complex, catalytic core F(1)	NA	NA	NA	NA	0	NA
GO0045263 proton-transporting ATP synthase complex, coupling factor F(o)	NA	NA	NA	NA	0	NA
GO0045265 proton-transporting ATP synthase, stator stalk	NA	NA	NA	NA	0	NA
GO0045267 proton-transporting ATP synthase, catalytic core	NA	NA	NA	NA	0	NA
GO0045271 respiratory chain complex I	NA	NA	NA	NA	0	NA
GO0045273 respiratory chain complex II	NA	NA	NA	NA	0	NA
GO0045275 respiratory chain complex III	NA	NA	NA	NA	0	NA
GO0045277 respiratory chain complex IV	NA	NA	NA	NA	0	NA
GO0045281 succinate dehydrogenase complex	NA	NA	NA	NA	0	NA
GO0045283 fumarate reductase complex	NA	NA	NA	NA	0	NA
GO0045293 mRNA editing complex	NA	NA	NA	NA	1	NA
GO0045298 tubulin complex	NA	NA	NA	NA	0	NA
GO0045334 clathrin-coated endocytic vesicle	NA	NA	NA	NA	1	NA
GO0045335 phagocytic vesicle	NA	NA	NA	NA	2	NA
GO0045495 pole plasm	NA	NA	NA	NA	0	NA
GO0046536 dosage compensation complex	NA	NA	NA	NA	0	NA
GO0046540 U4/U6 x U5 tri-snRNP complex	NA	NA	NA	NA	1	NA
GO0046581 intercellular canaliculus	NA	NA	NA	NA	0	NA
GO0046611 lysosomal proton-transporting V-type ATPase complex	NA	NA	NA	NA	0	NA
GO0046691 intracellular canaliculus	NA	NA	NA	NA	0	NA
GO0046695 SLIK (SAGA-like) complex	NA	NA	NA	NA	0	NA
GO0046696 lipopolysaccharide receptor complex	NA	NA	NA	NA	0	NA
GO0046930 pore complex	NA	NA	NA	NA	0	NA
GO0048179 activin receptor complex	NA	NA	NA	NA	0	NA
GO0048180 activin complex	NA	NA	NA	NA	0	NA
GO0048188 Set1C/COMPASS complex	NA	NA	NA	NA	0	NA
GO0048237 rough endoplasmic reticulum lumen	NA	NA	NA	NA	0	NA
GO0048269 methionine adenosyltransferase complex	NA	NA	NA	NA	0	NA
GO0048475 coated membrane	NA	NA	NA	NA	2	NA
GO0048476 Holliday junction resolvase complex	NA	NA	NA	NA	0	NA
GO0048500 signal recognition particle	NA	NA	NA	NA	0	NA
GO0048770 pigment granule	NA	NA	NA	NA	1	NA
GO0048786 presynaptic active zone	NA	NA	NA	NA	0	NA
GO0048787 presynaptic active zone membrane	NA	NA	NA	NA	0	NA
GO0048788 cytoskeleton of presynaptic active zone	NA	NA	NA	NA	0	NA
GO0051233 spindle midzone	NA	NA	NA	NA	0	NA
GO0051286 cell tip	NA	NA	NA	NA	0	NA
GO0055028 cortical microtubule	NA	NA	NA	NA	0	NA
GO0055029 nuclear DNA-directed RNA polymerase complex	NA	NA	NA	NA	2	NA
GO0055037 recycling endosome	NA	NA	NA	NA	3	NA
GO0055038 recycling endosome membrane	NA	NA	NA	NA	0	NA
GO0055087 Ski complex	NA	NA	NA	NA	0	NA
GO0055120 striated muscle dense body	NA	NA	NA	NA	0	NA
GO0060053 neurofilament cytoskeleton	NA	NA	NA	NA	0	NA
GO0060076 excitatory synapse	NA	NA	NA	NA	1	NA
GO0060077 inhibitory synapse	NA	NA	NA	NA	0	NA
GO0060091 kinocilium	NA	NA	NA	NA	0	NA
GO0060170 ciliary membrane	NA	NA	NA	NA	4	NA
GO0060171 stereocilium membrane	NA	NA	NA	NA	0	NA
GO0060187 cell pole	NA	NA	NA	NA	0	NA
GO0060198 clathrin-sculpted vesicle	NA	NA	NA	NA	0	NA
GO0060199 clathrin-sculpted glutamate transport vesicle	NA	NA	NA	NA	0	NA
GO0060200 clathrin-sculpted acetylcholine transport vesicle	NA	NA	NA	NA	0	NA
GO0060201 clathrin-sculpted acetylcholine transport vesicle membrane	NA	NA	NA	NA	0	NA
GO0060203 clathrin-sculpted glutamate transport vesicle membrane	NA	NA	NA	NA	0	NA
GO0060205 cytoplasmic vesicle lumen	NA	NA	NA	NA	6	NA
GO0060293 germ plasm	NA	NA	NA	NA	0	NA
GO0060342 photoreceptor inner segment membrane	NA	NA	NA	NA	0	NA
GO0060473 cortical granule	NA	NA	NA	NA	1	NA
GO0060987 lipid tube	NA	NA	NA	NA	0	NA
GO0061200 clathrin-sculpted gamma-aminobutyric acid transport vesicle	NA	NA	NA	NA	0	NA
GO0061202 clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane	NA	NA	NA	NA	0	NA
GO0061474 phagolysosome membrane	NA	NA	NA	NA	0	NA
GO0061574 ASAP complex	NA	NA	NA	NA	0	NA
GO0061617 MICOS complex	NA	NA	NA	NA	1	NA
GO0061638 CENP-A containing chromatin	NA	NA	NA	NA	0	NA
GO0061673 mitotic spindle astral microtubule	NA	NA	NA	NA	0	NA
GO0061689 tricellular tight junction	NA	NA	NA	NA	0	NA
GO0061695 transferase complex, transferring phosphorus-containing groups	NA	NA	NA	NA	3	NA
GO0061696 pituitary gonadotropin complex	NA	NA	NA	NA	0	NA
GO0061700 GATOR2 complex	NA	NA	NA	NA	0	NA
GO0061702 canonical inflammasome complex	NA	NA	NA	NA	0	NA
GO0061773 eNoSc complex	NA	NA	NA	NA	0	NA
GO0061779 Tapasin-ERp57 complex	NA	NA	NA	NA	0	NA
GO0061793 chromatin lock complex	NA	NA	NA	NA	0	NA
GO0061826 podosome ring	NA	NA	NA	NA	0	NA
GO0061827 sperm head	NA	NA	NA	NA	1	NA
GO0061828 apical tubulobulbar complex	NA	NA	NA	NA	0	NA
GO0061829 basal tubulobulbar complex	NA	NA	NA	NA	0	NA
GO0061832 basal ectoplasmic specialization	NA	NA	NA	NA	0	NA
GO0061845 neuron projection branch point	NA	NA	NA	NA	0	NA
GO0061846 dendritic spine cytoplasm	NA	NA	NA	NA	0	NA
GO0061850 growth cone leading edge	NA	NA	NA	NA	0	NA
GO0061851 leading edge of lamellipodium	NA	NA	NA	NA	0	NA
GO0061852 retrograde transporter complex, Golgi to ER	NA	NA	NA	NA	0	NA
GO0061908 phagophore	NA	NA	NA	NA	0	NA
GO0062023 collagen-containing extracellular matrix	NA	NA	NA	NA	4	NA
GO0062073 histone mRNA stem-loop binding complex	NA	NA	NA	NA	0	NA
GO0062151 catalase complex	NA	NA	NA	NA	0	NA
GO0062157 mitochondrial ATP-gated potassium channel complex	NA	NA	NA	NA	0	NA
GO0062167 complement component C1q complex	NA	NA	NA	NA	0	NA
GO0070021 transforming growth factor beta ligand-receptor complex	NA	NA	NA	NA	0	NA
GO0070032 synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex	NA	NA	NA	NA	0	NA
GO0070033 synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex	NA	NA	NA	NA	0	NA
GO0070044 synaptobrevin 2-SNAP-25-syntaxin-1a complex	NA	NA	NA	NA	0	NA
GO0070069 cytochrome complex	NA	NA	NA	NA	0	NA
GO0070081 clathrin-sculpted monoamine transport vesicle	NA	NA	NA	NA	0	NA
GO0070083 clathrin-sculpted monoamine transport vesicle membrane	NA	NA	NA	NA	0	NA
GO0070110 ciliary neurotrophic factor receptor complex	NA	NA	NA	NA	0	NA
GO0070160 tight junction	NA	NA	NA	NA	2	NA
GO0070176 DRM complex	NA	NA	NA	NA	0	NA
GO0070187 shelterin complex	NA	NA	NA	NA	0	NA
GO0070195 growth hormone receptor complex	NA	NA	NA	NA	0	NA
GO0070210 Rpd3L-Expanded complex	NA	NA	NA	NA	0	NA
GO0070274 RES complex	NA	NA	NA	NA	0	NA
GO0070288 ferritin complex	NA	NA	NA	NA	0	NA
GO0070310 ATR-ATRIP complex	NA	NA	NA	NA	0	NA
GO0070319 Golgi to plasma membrane transport vesicle	NA	NA	NA	NA	0	NA
GO0070369 beta-catenin-TCF7L2 complex	NA	NA	NA	NA	0	NA
GO0070381 endosome to plasma membrane transport vesicle	NA	NA	NA	NA	0	NA
GO0070382 exocytic vesicle	NA	NA	NA	NA	5	NA
GO0070390 transcription export complex 2	NA	NA	NA	NA	0	NA
GO0070418 DNA-dependent protein kinase complex	NA	NA	NA	NA	1	NA
GO0070419 nonhomologous end joining complex	NA	NA	NA	NA	1	NA
GO0070421 DNA ligase III-XRCC1 complex	NA	NA	NA	NA	0	NA
GO0070435 Shc-EGFR complex	NA	NA	NA	NA	0	NA
GO0070436 Grb2-EGFR complex	NA	NA	NA	NA	0	NA
GO0070442 integrin alphaIIb-beta3 complex	NA	NA	NA	NA	0	NA
GO0070443 Mad-Max complex	NA	NA	NA	NA	0	NA
GO0070449 elongin complex	NA	NA	NA	NA	0	NA
GO0070461 SAGA-type complex	NA	NA	NA	NA	0	NA
GO0070469 respirasome	NA	NA	NA	NA	0	NA
GO0070516 CAK-ERCC2 complex	NA	NA	NA	NA	0	NA
GO0070522 ERCC4-ERCC1 complex	NA	NA	NA	NA	0	NA
GO0070531 BRCA1-A complex	NA	NA	NA	NA	0	NA
GO0070532 BRCA1-B complex	NA	NA	NA	NA	0	NA
GO0070533 BRCA1-C complex	NA	NA	NA	NA	0	NA
GO0070545 PeBoW complex	NA	NA	NA	NA	1	NA
GO0070552 BRISC complex	NA	NA	NA	NA	0	NA
GO0070554 synaptobrevin 2-SNAP-25-syntaxin-3-complexin complex	NA	NA	NA	NA	0	NA
GO0070557 PCNA-p21 complex	NA	NA	NA	NA	0	NA
GO0070578 RISC-loading complex	NA	NA	NA	NA	0	NA
GO0070603 SWI/SNF superfamily-type complex	NA	NA	NA	NA	3	NA
GO0070618 Grb2-Sos complex	NA	NA	NA	NA	0	NA
GO0070622 UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase complex	NA	NA	NA	NA	0	NA
GO0070652 HAUS complex	NA	NA	NA	NA	0	NA
GO0070685 macropinocytic cup	NA	NA	NA	NA	0	NA
GO0070691 P-TEFb complex	NA	NA	NA	NA	0	NA
GO0070695 FHF complex	NA	NA	NA	NA	0	NA
GO0070701 mucus layer	NA	NA	NA	NA	0	NA
GO0070702 inner mucus layer	NA	NA	NA	NA	0	NA
GO0070703 outer mucus layer	NA	NA	NA	NA	0	NA
GO0070721 ISGF3 complex	NA	NA	NA	NA	0	NA
GO0070724 BMP receptor complex	NA	NA	NA	NA	0	NA
GO0070743 interleukin-23 complex	NA	NA	NA	NA	0	NA
GO0070761 pre-snoRNP complex	NA	NA	NA	NA	0	NA
GO0070762 nuclear pore transmembrane ring	NA	NA	NA	NA	0	NA
GO0070765 gamma-secretase complex	NA	NA	NA	NA	0	NA
GO0070772 PAS complex	NA	NA	NA	NA	0	NA
GO0070775 H3 histone acetyltransferase complex	NA	NA	NA	NA	0	NA
GO0070776 MOZ/MORF histone acetyltransferase complex	NA	NA	NA	NA	0	NA
GO0070820 tertiary granule	NA	NA	NA	NA	0	NA
GO0070821 tertiary granule membrane	NA	NA	NA	NA	0	NA
GO0070822 Sin3-type complex	NA	NA	NA	NA	0	NA
GO0070826 paraferritin complex	NA	NA	NA	NA	0	NA
GO0070847 core mediator complex	NA	NA	NA	NA	1	NA
GO0070852 cell body fiber	NA	NA	NA	NA	0	NA
GO0070860 RNA polymerase I core factor complex	NA	NA	NA	NA	0	NA
GO0070876 SOSS complex	NA	NA	NA	NA	0	NA
GO0070877 microprocessor complex	NA	NA	NA	NA	1	NA
GO0070931 Golgi-associated vesicle lumen	NA	NA	NA	NA	0	NA
GO0070937 CRD-mediated mRNA stability complex	NA	NA	NA	NA	0	NA
GO0070938 contractile ring	NA	NA	NA	NA	2	NA
GO0070939 Dsl1/NZR complex	NA	NA	NA	NA	0	NA
GO0070971 endoplasmic reticulum exit site	NA	NA	NA	NA	0	NA
GO0070985 transcription factor TFIIK complex	NA	NA	NA	NA	0	NA
GO0070992 translation initiation complex	NA	NA	NA	NA	0	NA
GO0070993 translation preinitiation complex	NA	NA	NA	NA	2	NA
GO0071001 U4/U6 snRNP	NA	NA	NA	NA	0	NA
GO0071004 U2-type prespliceosome	NA	NA	NA	NA	0	NA
GO0071005 U2-type precatalytic spliceosome	NA	NA	NA	NA	2	NA
GO0071006 U2-type catalytic step 1 spliceosome	NA	NA	NA	NA	0	NA
GO0071007 U2-type catalytic step 2 spliceosome	NA	NA	NA	NA	1	NA
GO0071008 U2-type post-mRNA release spliceosomal complex	NA	NA	NA	NA	0	NA
GO0071010 prespliceosome	NA	NA	NA	NA	0	NA
GO0071011 precatalytic spliceosome	NA	NA	NA	NA	2	NA
GO0071012 catalytic step 1 spliceosome	NA	NA	NA	NA	0	NA
GO0071013 catalytic step 2 spliceosome	NA	NA	NA	NA	2	NA
GO0071014 post-mRNA release spliceosomal complex	NA	NA	NA	NA	0	NA
GO0071020 post-spliceosomal complex	NA	NA	NA	NA	0	NA
GO0071021 U2-type post-spliceosomal complex	NA	NA	NA	NA	0	NA
GO0071062 alphav-beta3 integrin-vitronectin complex	NA	NA	NA	NA	0	NA
GO0071065 alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex	NA	NA	NA	NA	0	NA
GO0071133 alpha9-beta1 integrin-ADAM8 complex	NA	NA	NA	NA	0	NA
GO0071141 SMAD protein complex	NA	NA	NA	NA	0	NA
GO0071142 homomeric SMAD protein complex	NA	NA	NA	NA	0	NA
GO0071144 heteromeric SMAD protein complex	NA	NA	NA	NA	0	NA
GO0071159 NF-kappaB complex	NA	NA	NA	NA	0	NA
GO0071162 CMG complex	NA	NA	NA	NA	2	NA
GO0071193 Kv4.2-KChIP2 channel complex	NA	NA	NA	NA	0	NA
GO0071203 WASH complex	NA	NA	NA	NA	0	NA
GO0071204 histone pre-mRNA 3'end processing complex	NA	NA	NA	NA	0	NA
GO0071254 cytoplasmic U snRNP body	NA	NA	NA	NA	0	NA
GO0071256 translocon complex	NA	NA	NA	NA	0	NA
GO0071261 Ssh1 translocon complex	NA	NA	NA	NA	0	NA
GO0071339 MLL1 complex	NA	NA	NA	NA	0	NA
GO0071439 clathrin complex	NA	NA	NA	NA	1	NA
GO0071513 phosphopantothenoylcysteine decarboxylase complex	NA	NA	NA	NA	0	NA
GO0071540 eukaryotic translation initiation factor 3 complex, eIF3e	NA	NA	NA	NA	0	NA
GO0071541 eukaryotic translation initiation factor 3 complex, eIF3m	NA	NA	NA	NA	1	NA
GO0071546 pi-body	NA	NA	NA	NA	0	NA
GO0071547 piP-body	NA	NA	NA	NA	0	NA
GO0071561 nucleus-vacuole junction	NA	NA	NA	NA	0	NA
GO0071564 npBAF complex	NA	NA	NA	NA	1	NA
GO0071565 nBAF complex	NA	NA	NA	NA	1	NA
GO0071595 Nem1-Spo7 phosphatase complex	NA	NA	NA	NA	0	NA
GO0071598 neuronal ribonucleoprotein granule	NA	NA	NA	NA	0	NA
GO0071664 catenin-TCF7L2 complex	NA	NA	NA	NA	0	NA
GO0071665 gamma-catenin-TCF7L2 complex	NA	NA	NA	NA	0	NA
GO0071682 endocytic vesicle lumen	NA	NA	NA	NA	0	NA
GO0071735 IgG immunoglobulin complex	NA	NA	NA	NA	2	NA
GO0071738 IgD immunoglobulin complex	NA	NA	NA	NA	1	NA
GO0071742 IgE immunoglobulin complex	NA	NA	NA	NA	1	NA
GO0071745 IgA immunoglobulin complex	NA	NA	NA	NA	1	NA
GO0071746 IgA immunoglobulin complex, circulating	NA	NA	NA	NA	0	NA
GO0071748 monomeric IgA immunoglobulin complex	NA	NA	NA	NA	0	NA
GO0071749 polymeric IgA immunoglobulin complex	NA	NA	NA	NA	0	NA
GO0071750 dimeric IgA immunoglobulin complex	NA	NA	NA	NA	0	NA
GO0071751 secretory IgA immunoglobulin complex	NA	NA	NA	NA	0	NA
GO0071752 secretory dimeric IgA immunoglobulin complex	NA	NA	NA	NA	0	NA
GO0071753 IgM immunoglobulin complex	NA	NA	NA	NA	1	NA
GO0071754 IgM immunoglobulin complex, circulating	NA	NA	NA	NA	0	NA
GO0071755 IgM B cell receptor complex	NA	NA	NA	NA	0	NA
GO0071756 pentameric IgM immunoglobulin complex	NA	NA	NA	NA	0	NA
GO0071757 hexameric IgM immunoglobulin complex	NA	NA	NA	NA	0	NA
GO0071782 endoplasmic reticulum tubular network	NA	NA	NA	NA	0	NA
GO0071797 LUBAC complex	NA	NA	NA	NA	0	NA
GO0071817 MMXD complex	NA	NA	NA	NA	0	NA
GO0071818 BAT3 complex	NA	NA	NA	NA	0	NA
GO0071819 DUBm complex	NA	NA	NA	NA	0	NA
GO0071821 FANCM-MHF complex	NA	NA	NA	NA	0	NA
GO0071914 prominosome	NA	NA	NA	NA	0	NA
GO0071920 cleavage body	NA	NA	NA	NA	0	NA
GO0071942 XPC complex	NA	NA	NA	NA	0	NA
GO0071943 Myc-Max complex	NA	NA	NA	NA	0	NA
GO0071953 elastic fiber	NA	NA	NA	NA	1	NA
GO0071986 Ragulator complex	NA	NA	NA	NA	0	NA
GO0072357 PTW/PP1 phosphatase complex	NA	NA	NA	NA	0	NA
GO0072379 ER membrane insertion complex	NA	NA	NA	NA	0	NA
GO0072380 TRC complex	NA	NA	NA	NA	0	NA
GO0072487 MSL complex	NA	NA	NA	NA	0	NA
GO0072534 perineuronal net	NA	NA	NA	NA	0	NA
GO0072536 interleukin-23 receptor complex	NA	NA	NA	NA	0	NA
GO0072546 EMC complex	NA	NA	NA	NA	0	NA
GO0072557 IPAF inflammasome complex	NA	NA	NA	NA	0	NA
GO0072558 NLRP1 inflammasome complex	NA	NA	NA	NA	0	NA
GO0072559 NLRP3 inflammasome complex	NA	NA	NA	NA	0	NA
GO0072562 blood microparticle	NA	NA	NA	NA	3	NA
GO0072563 endothelial microparticle	NA	NA	NA	NA	0	NA
GO0072588 box H/ACA RNP complex	NA	NA	NA	NA	0	NA
GO0072589 box H/ACA scaRNP complex	NA	NA	NA	NA	0	NA
GO0072669 tRNA-splicing ligase complex	NA	NA	NA	NA	1	NA
GO0072686 mitotic spindle	NA	NA	NA	NA	3	NA
GO0072687 meiotic spindle	NA	NA	NA	NA	0	NA
GO0080008 Cul4-RING E3 ubiquitin ligase complex	NA	NA	NA	NA	0	NA
GO0089701 U2AF complex	NA	NA	NA	NA	0	NA
GO0090443 FAR/SIN/STRIPAK complex	NA	NA	NA	NA	0	NA
GO0090533 cation-transporting ATPase complex	NA	NA	NA	NA	0	NA
GO0090534 calcium ion-transporting ATPase complex	NA	NA	NA	NA	0	NA
GO0090535 WICH complex	NA	NA	NA	NA	0	NA
GO0090536 NoRC complex	NA	NA	NA	NA	0	NA
GO0090537 CERF complex	NA	NA	NA	NA	1	NA
GO0090543 Flemming body	NA	NA	NA	NA	1	NA
GO0090545 CHD-type complex	NA	NA	NA	NA	0	NA
GO0090571 RNA polymerase II transcription repressor complex	NA	NA	NA	NA	0	NA
GO0090575 RNA polymerase II transcription regulator complex	NA	NA	NA	NA	5	NA
GO0090576 RNA polymerase III transcription regulator complex	NA	NA	NA	NA	0	NA
GO0090619 meiotic spindle pole	NA	NA	NA	NA	0	NA
GO0090651 apical cytoplasm	NA	NA	NA	NA	0	NA
GO0090658 cone matrix sheath	NA	NA	NA	NA	0	NA
GO0090661 box H/ACA telomerase RNP complex	NA	NA	NA	NA	0	NA
GO0090665 glycoprotein complex	NA	NA	NA	NA	0	NA
GO0090694 Scc2-Scc4 cohesin loading complex	NA	NA	NA	NA	0	NA
GO0090724 central region of growth cone	NA	NA	NA	NA	0	NA
GO0090725 peripheral region of growth cone	NA	NA	NA	NA	0	NA
GO0090730 Las1 complex	NA	NA	NA	NA	0	NA
GO0090733 tenascin complex	NA	NA	NA	NA	0	NA
GO0090734 site of DNA damage	NA	NA	NA	NA	1	NA
GO0090741 pigment granule membrane	NA	NA	NA	NA	0	NA
GO0097013 phagocytic vesicle lumen	NA	NA	NA	NA	0	NA
GO0097014 ciliary plasm	NA	NA	NA	NA	0	NA
GO0097025 MPP7-DLG1-LIN7 complex	NA	NA	NA	NA	0	NA
GO0097038 perinuclear endoplasmic reticulum	NA	NA	NA	NA	1	NA
GO0097057 TRAF2-GSTP1 complex	NA	NA	NA	NA	0	NA
GO0097058 CRLF-CLCF1 complex	NA	NA	NA	NA	0	NA
GO0097059 CNTFR-CLCF1 complex	NA	NA	NA	NA	0	NA
GO0097060 synaptic membrane	NA	NA	NA	NA	6	NA
GO0097122 cyclin A2-CDK1 complex	NA	NA	NA	NA	0	NA
GO0097123 cyclin A1-CDK2 complex	NA	NA	NA	NA	0	NA
GO0097124 cyclin A2-CDK2 complex	NA	NA	NA	NA	0	NA
GO0097125 cyclin B1-CDK1 complex	NA	NA	NA	NA	0	NA
GO0097128 cyclin D1-CDK4 complex	NA	NA	NA	NA	0	NA
GO0097129 cyclin D2-CDK4 complex	NA	NA	NA	NA	0	NA
GO0097130 cyclin D3-CDK4 complex	NA	NA	NA	NA	0	NA
GO0097132 cyclin D2-CDK6 complex	NA	NA	NA	NA	0	NA
GO0097134 cyclin E1-CDK2 complex	NA	NA	NA	NA	0	NA
GO0097135 cyclin E2-CDK2 complex	NA	NA	NA	NA	0	NA
GO0097136 Bcl-2 family protein complex	NA	NA	NA	NA	0	NA
GO0097138 BAD-BCL-2 complex	NA	NA	NA	NA	0	NA
GO0097144 BAX complex	NA	NA	NA	NA	0	NA
GO0097145 BAK complex	NA	NA	NA	NA	0	NA
GO0097149 centralspindlin complex	NA	NA	NA	NA	0	NA
GO0097165 nuclear stress granule	NA	NA	NA	NA	0	NA
GO0097169 AIM2 inflammasome complex	NA	NA	NA	NA	0	NA
GO0097179 protease inhibitor complex	NA	NA	NA	NA	0	NA
GO0097180 serine protease inhibitor complex	NA	NA	NA	NA	0	NA
GO0097181 protein C inhibitor-coagulation factor V complex	NA	NA	NA	NA	0	NA
GO0097182 protein C inhibitor-coagulation factor Xa complex	NA	NA	NA	NA	0	NA
GO0097183 protein C inhibitor-coagulation factor XI complex	NA	NA	NA	NA	0	NA
GO0097196 Shu complex	NA	NA	NA	NA	0	NA
GO0097197 tetraspanin-enriched microdomain	NA	NA	NA	NA	0	NA
GO0097208 alveolar lamellar body	NA	NA	NA	NA	0	NA
GO0097209 epidermal lamellar body	NA	NA	NA	NA	0	NA
GO0097224 sperm connecting piece	NA	NA	NA	NA	0	NA
GO0097225 sperm midpiece	NA	NA	NA	NA	0	NA
GO0097226 sperm mitochondrial sheath	NA	NA	NA	NA	0	NA
GO0097227 sperm annulus	NA	NA	NA	NA	0	NA
GO0097228 sperm principal piece	NA	NA	NA	NA	0	NA
GO0097229 sperm end piece	NA	NA	NA	NA	0	NA
GO0097232 lamellar body membrane	NA	NA	NA	NA	0	NA
GO0097233 alveolar lamellar body membrane	NA	NA	NA	NA	0	NA
GO0097234 epidermal lamellar body membrane	NA	NA	NA	NA	0	NA
GO0097255 R2TP complex	NA	NA	NA	NA	0	NA
GO0097268 cytoophidium	NA	NA	NA	NA	0	NA
GO0097342 ripoptosome	NA	NA	NA	NA	0	NA
GO0097346 INO80-type complex	NA	NA	NA	NA	0	NA
GO0097356 perinucleolar compartment	NA	NA	NA	NA	0	NA
GO0097361 CIA complex	NA	NA	NA	NA	0	NA
GO0097362 MCM8-MCM9 complex	NA	NA	NA	NA	0	NA
GO0097381 photoreceptor disc membrane	NA	NA	NA	NA	0	NA
GO0097386 glial cell projection	NA	NA	NA	NA	0	NA
GO0097409 glial cytoplasmic inclusion	NA	NA	NA	NA	1	NA
